Name,IATA,ICAO,Callsign,Country,Active
Eastwind Airlines,W9,SGR,STINGER,United States,N
Easy Link Aviation Services,,FYE,FLYME,Nigeria,N
Eckles Aircraft,,CMN,CIMMARON AIRE,United States,N
Eclipse Aviation,,EJT,ECLIPSE JET,United States,N
Eco Air,,ECQ,SKYBRIDGE,Nigeria,N
Ecoair,,DEI,,Algeria,N
Ecomex Air Cargo,,ECX,AIR ECOMEX,Angola,N
Ecotour,,ECD,ECOTOUR,Mexico,N
Ecoturistica de Xcalak,,XCC,XCALAK,Mexico,N
Ecuatoguineana De Aviacion (EGA),,ECV,EQUATOGUINEA,Equatorial Guinea,N
Ecuatorial Cargo,,EQC,ECUA-CARGO,Equatorial Guinea,N
Ecuavia,,ECU,ECUAVIA,Ecuador,Y
Edelweiss Air,WK,EDW,EDELWEISS,Switzerland,Y
Edgartown Air,,SLO,SLOW,United States,N
Edinburgh Air Charter,,EDC,SALTIRE,United Kingdom,N
Edwards Jet Center of Montana,,EDJ,EDWARDS,United States,N
Efata Papua Airlines,,EIJ,EFATA,Indonesia,N
Egyptair,MS,MSR,EGYPTAIR,Egypt,Y
Egyptair Cargo,,MSX,EGYPTAIR CARGO,Egypt,N
Egyptian Air Force,,EGY,,Egypt,N
Egyptian Aviation,,EJX,,Egypt,N
Egyptian Aviation Company,,EMA,,Egypt,N
Ei Air Exports,,EIX,AIR EXPORTS,Ireland,N
Eirjet,,EIR,EIRJET,Ireland,N
El Al Israel Airlines,LY,ELY,ELAL,Israel,Y
El Caminante Taxi Aereo,,CMX,EL CAMINANTE,Mexico,N
El Quilada International Aviation,,GLQ,QUILADA,Sudan,N
El Sal Air,,ELS,EL SAL,El Salvador,N
El Sol De America,,ESC,SOLAMERICA,Venezuela,N
El-Buraq Air Transport,UZ,BRQ,BURAQAIR,Libya,Y
Elan Express,,ELX,ELAN,United States,N
Elbe Air Transport,,LBR,MOTION,Germany,N
Elbrus-Avia Air Enterprise,,NLK,ELAVIA,Russia,N
Eldinder Aviation,,DND,DINDER,Sudan,N
Elicar,,PDV,ELICAR,Italy,N
Elidolomiti,,EDO,ELIDOLOMITI,Italy,N
Elieuro,,ELB,ELILOBARDIA,Italy,N
Elifriulia,,EFG,ELIFRIULIA,Italy,N
Elilario Italia,,ELH,LARIO,Italy,N
Elilombarda,,EOA,LOMBARDA,Italy,N
Elimediterranea,,MEE,ELIMEDITERRANEA,Italy,N
Elios,,VUL,ELIOS,Italy,N
Elipiu',,IEP,ELIPIU,Italy,N
Elisra Airlines,,RSA,ESRA,Sudan,N
Elite Air,,EAI,ELAIR,Togo,N
Elite Jets,,EJD,ELITE DUBAI,United Arab Emirates,N
Elitellina,,FGS,ELITELLINA,Italy,N
Elliott Aviation,,ELT,ELLIOT,United States,N
Elmagal Aviation Services,,MGG,ELMAGAL,Sudan,N
Elrom Aviation and Investments,,ELR,,Israel,N
Embassy Airlines,,EAM,EMBASSY AIR,Nigeria,N
Embassy Freight Company,,EFT,EMBASSY FREIGHT,United States,N
Empresa Brasileira De Aeronautica,,EMB,EMBRAER,Brazil,N
Embry-Riddle Aeronautical University,,XSL,SATSLAB,United States,N
Emerald Airways,,JEM,GEMSTONE,United Kingdom,N
Emery Worldwide Airlines,,EWW,EMERY,United States,N
Emetebe,,EMT,EMETEBE,Ecuador,N
Emirates,EK,UAE,EMIRATES,United Arab Emirates,Y
Emoyeni Air Charter,,SBC,SABIAN AIR,South Africa,N
Empire Air Service,,EMP,EMPIRE,United States,N
Empire Airlines,EM,CFS,EMPIRE AIR,United States,N
Empire Aviation Services,,MPR,,Nigeria,N
Empire Test Pilots' School,,ETP,TESTER,United Kingdom,N
Empresa (Aero Uruguay),,AUO, S.A.,UNIFORM OSCAR,N
Empresa Aero-Servicios Parrague,,PRG,ASPAR,Chile,N
Empresa Aerocaribbean,,CRN,AEROCARIBBEAN,Cuba,N
Empresa Aviacion Interamericana,,VNA,EBBA,Uruguay,N
Empresa Ecuatoriana De Aviacion,EU,EEA,ECUATORIANA,Ecuador,Y
Empresa Nacional De Servicios Aereos,,CNI,SERAER,Cuba,N
Empresa Venezolana,,VNE,VENEZOLANA,Venezuela,N
Empresa de Aviacion Aerogaviota,,GTV,GAVIOTA,Cuba,N
Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,,XLT,INFRAERO,Brazil,N
Endecots,,ENC,ENDECOTS,Ecuador,N
Enimex,,ENI,ENIMEX,Estonia,N
Enkor JSC,G8,ENK,ENKOR,Russia]],N
Enrique Gleisner Vivanco,,EGV,GLEISNER,Chile,N
Ensenada Vuelos Especiales,,ESE,ENSENADA ESPECIAL,Mexico,N
Entergy Services,,ENS,ENTERGY SHUTTLE,United States,N
Enterprise World Airways,,EWS,WORLD ENTERPRISE,Democratic Republic of the Congo,N
Eos Airlines,E0,ESS,NEW DAWN,United States,N
Equaflight Service,,EKA,EQUAFLIGHT,Republic of the Congo,N
Equatair Air Services (Zambia),,EQZ,ZAMBIA CARGO,Zambia,N
Equatorial Airlines,,EQT,,Equatorial Guinea,N
Era Helicopters,,ERH,ERAH,United States,N
Eram Air,,IRY,ERAM AIR,Iran,N
Erfoto,,ERF,ERFOTO,Portugal,N
Erie Airways,,ERE,AIR ERIE,United States,N
Eritrean Airlines,B8,ERT,ERITREAN,Eritrea,Y
Escuela De Pilotos Are Aviacion,,CTV,ARE AVIACION,Spain,N
Espace Aviation Services,,EPC,ESPACE,Democratic Republic of the Congo,N
Esso Resources Canada,,ERC,ESSO,Canada,N
Estafeta Carga Aerea,E7,ESF,,Mexico,N
Estonian Air,OV,ELL,ESTONIAN,Estonia,Y
Estrellas Del Aire,,ETA,ESTRELLAS,Mexico,N
Ethiopian Airlines,ET,ETH,ETHIOPIAN,Ethiopia,Y
Eti 2000,,MJM,ELCO ETI,Italy,N
Etihad Airways,EY,ETD,ETIHAD,United Arab Emirates,Y
Etram Air Wing,,ETM,ETRAM,Angola,N
Euraviation,,EVN,EURAVIATION,Italy,N
Euro Continental AIE,,ECN,EURO CONTINENTAL,Spain,N
Euro Exec Express,RZ,,,Sweden,Y
Euro Sun,,ESN,EURO SUN,Turkey,N
Euro-Asia Air,,EAK,EAKAZ,Kazakhstan,N
Euro-Asia Air International,,KZE,KAZEUR,Kazakhstan,N
EuroAtlantic Airways,,MMZ,EUROATLANTIC,Portugal,N
EuroJet Aviation,,GOJ,GOJET,United Kingdom,N
Euroair,,EUP,EUROSTAR,Greece,N
Euroamerican Air,,EUU,EUROAMERICAN,Uruguay,N
Euroceltic Airways,,ECY,ECHELON,United Kingdom,N
Eurocontrol,,EUC,,Belgium,N
Eurocopter,,ECF,EUROCOPTER,France,N
Eurocypria Airlines,UI,ECA,EUROCYPRIA,Cyprus,Y
Eurofly,,EEZ,E-FLY,Italy,N
Eurofly Service,GJ,EEU,EUROFLY,Italy,Y
Euroguineana de Aviacion,,EUG,EUROGUINEA,Equatorial Guinea,N
Eurojet Italia,,ERJ,JET ITALIA,Italy,N
Eurojet Limited,,JLN,JET LINE,Malta,N
Eurojet Romania,,RDP,JET-ARROW,Romania,N
Eurojet Servis,,EJS,EEJAY SERVICE,Czech Republic,N
Eurolot,K2,ELO,EUROLOT,Poland,Y
Euromanx Airways,3W,EMX,EUROMANX,Austria,N
Europe Air Lines,,GED,LANGUEDOC,France,N
Europe Airpost,,FPO,FRENCH POST,France,N
European 2000 Airlines,,EUT,FIESTA,Malta,N
European Aeronautical Group UK,,EAG,,United Kingdom,N
European Air Express,EA,EAL,STAR WING,Germany,Y
European Air Transport,QY,BCS,EUROTRANS,Belgium,N
European Aviation Air Charter,E7,EAF,EUROCHARTER,United Kingdom,N
European Business Jets,,EBJ,,United Kingdom,N
European Coastal Airlines,,ECB,COASTAL CLIPPER,Croatia,N
European Executive,,ETV,EURO EXEC,United Kingdom,N
European Executive Express,,EXC,ECHO EXPRESS,Sweden,N
Eurosense,,EBG,EUROSENSE,Bulgaria,N
Euroskylink,,ESX,CATFISH,United Kingdom,N
Eurowings,EW,EWG,EUROWINGS,Germany,Y
Evergreen International Airlines,EZ,EIA,EVERGREEN,United States,Y
Everts Air Alaska/Everts Air Cargo,,VTS,EVERTS,United States,N
Examiner Training Agency,,EMN,AGENCY,United Kingdom,N
Excel Airways,JN,XLA,EXPO,United Kingdom,Y
Excel Charter,,XEL,HELI EXCEL,United Kingdom,Y
Excellent Air,,GZA,EXCELLENT AIR,Germany,N
Execair Aviation,MB,EXA,CANADIAN EXECAIRE,Canada,N
Execujet Charter,,VCN,AVCON,Switzerland,N
Execujet Middle East,,EJO,MIDJET,United Arab Emirates,N
Execujet Scandinavia,,VMP,VAMPIRE,Denmark,N
Executive Aerospace,,EAS,AEROSPACE,South Africa,N
Executive Air,,LFL,LIFE FLIGHT,Zimbabwe,N
Executive Air Charter,,EAC,EXECAIR,United States,N
Executive Air Fleet,,XAF,,United States,N
Executive Aircraft Charter and Charter Services,,ECS,ECHO,Ireland,N
Executive Aircraft Services,,XAH,,United Kingdom,N
Executive Airlines,OW,EXK,EXECUTIVE EAGLE,United States,N
Executive Airlines,,EXU,SACAIR,Spain,N
Executive Aviation Services,,JTR,JESTER,United Kingdom,N
Executive Flight,,EXE,EXEC,United States,N
Executive Flight Operations Ontario Government,,TRI,TRILLIUM,Canada,N
Executive Jet Charter,,EXJ,,United Kingdom,N
Executive Jet Management,,EJM,JET SPEED,United States,N
Executive Turbine Aviation,,TEA,TRAVELMAX,South Africa,N
Eximflight,,EXF,EXIMFLIGHT,Mexico,N
Exin,,EXN,EXIN,Poland,N
Expertos En Carga,,EXR,EXPERTOS ENCARGA,Mexico,N
Expo Aviation,8D,EXV,EXPOAVIA,Sri Lanka,N
Express Air,,FXA,EFFEX,United States,N
Express International Cargo,,EIC,EXCARGO,S,N
Express Line Aircompany,,XPL,EXPRESSLINE,United States,N
Express Net Airlines,,XNA,EXPRESSNET,United States,N
Express One International,EO,LHN,LONGHORN,United States,Y
Express Tours,,XTO,EXPRESS TOURS,Canada,N
ExpressJet,XE,BTA,JET LINK,United States,Y
Exxavia Limited,,JTM,SKYMAN,Ireland,N
easyJet,U2,EZY,EASY,United Kingdom,Y
NetJets,,EJA,,United States,N
F.S. Air Service,,EYE,SOCKEYE,United States,N
FAI Airservice,,IFA,RED ANGLE,Germany,N
FINFO Flight Inspection Aircraft,,FLC,FLIGHT CHECK,United States,N
FLM Aviation Mohrdieck,,FKI,KIEL AIR,Germany,N
FLTPLAN,,DCM,DOT COM,United States,N
FLowair Aviation,,FLW,QUICKFLOW,France,N
FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,,FMG,HUSKY,Germany,N
FR Aviation,,FRA,RUSHTON,United Kingdom,N
FSB Flugservice & Development,,FSB,SEABIRD,Germany,N
FSH Luftfahrtunternehmen,,LEJ,LEIPZIG FAIR,Germany,N
Fab Air,,FBA,FAB AIR,Kyrgyzstan,N
Facts Air,,FCS,MEXFACTS,Mexico,N
Fair Aviation,,FAV,FAIRAVIA,South Africa,N
Fair Wind Air Charter,,FWD,FAIR WIND,United Arab Emirates,N
Fairlines,,FLS,FAIRLINE,Netherlands,N
Fairoaks Flight Centre,,FFC,FAIROAKS,United Kingdom,N
Fairways Corporation,,FWY,FAIRWAYS,United States,N
Falcon Air,,FCN,FALCON,Sweden,N
Falcon Air,,FAR,FALCAIR,Slovenia,N
Falcon Air Express,,FAO,PANTHER,United States,N
Falcon Airline,,FAU,FALCON AIRLINE,Nigeria,N
Falcon Aviation,IH,,,Sweden,N
Falcon Aviation Services,,FVS,FALCON AVIATION,United Arab Emirates,N
Falcon Jet Centre,,FJC,FALCONJET,United Kingdom,N
Falwell Aviation,,FAW,FALWELL,United States,N
Far Eastern Air Transport,EF,EFA,Far Eastern,Taiwan,Y
Farmingdale State University,,FDL,FARMINGDALE STATE,United States,N
Farnair Hungary,,FAH,BLUE STRIP,Hungary,N
Farnair Netherlands,,FRN,FARNED,Netherlands,N
Farnair Switzerland,,FAT,FARNER,Switzerland,N
Farnas Aviation Services,,RAF,FARNAS,Sudan,N
Faroecopter,,HBL,HELIBLUE,Denmark,N
Faroejet,F6,RCK,ROCKROSE,Faroe Islands,N
Farwest Airlines,,FRW,FARWEST,United States,N
Faso Airways,F3,FSW,FASO,Burkina Faso,N
Fast Helicopters,,FHL,FINDON,United Kingdom,N
Fayban Air Services,,FAY,FAYBAN AIR,Nigeria,N
Fayetteville Flying Service and Scheduled Skyways System,,SKM,SKYTEM,United States,N
Federal Air,,FDR,FEDAIR,South Africa,N
Federal Airlines,,FLL,FEDERAL AIRLINES,Sweden,N
Federal Armed Forces,,DCN,DIPLOMATIC CLEARANCE,Germany,N
Federal Armored Service,,FRM,FEDARM,United States,N
Federal Aviation Administration,,NHK,NIGHTHAWK,United States,N
Federal Express,FX,FDX,FEDEX,United States,N
Feniks Airline,,FNK,AURIKA,Kazakhstan,N
Feria Aviacion,,FER,FERIA,Spain,N
Fika Salaama Airlines,N8,HGK,SALAAMA,Uganda,N
Finalair Congo,4S,FNC,FINALAIR CONGO,Republic of the Congo,N
Financial Airxpress,,FAK,FACTS,United States,N
Fine Airlines,,FBF,FINE AIR,United States,N
Finist'air,,FTR,FINISTAIR,France,N
Finnair,AY,FIN,FINNAIR,Finland,Y
Finncomm Airlines,FC,WBA,WESTBIRD,Finland,Y
Finnish Air Force,,FNF,FINNFORCE,Finland,N
Firefly,FY,FFM,FIREFLY,Malaysia,Y
First Air,7F,FAB,,Canada,Y
First Air Transport,,JRF,,Japan,N
First Cambodia Airlines,,FCC,FIRST CAMBODIA,Cambodia,N
First Choice Airways,DP,FCA,JETSET,United Kingdom,Y
First City Air,,MBL,FIRST CITY,United Kingdom,N
First Flying Squadron,,GGA,JAWJA,United States,N
First Line Air,,FIR,FIRSTLINE AIR,Sierra Leone,N
First Sabre,,FTS,FIRST SABRE,Mexico,N
Fischer Air,8F,FFR,FISCHER,Czech Republic,N
Fischer Air Polska,,FFP,FLYING FISH,Poland,N
Flagship Express Services,,FSX,FLAG,United States,N
Flair Airlines,,FLE,FLAIR,Canada,N
Flamenco Airways,,WAF,FLAMENCO,United States,N
Flamingo Air,,FMR,FLAMINGO AIR,United States,N
Flamingo Air-Line,,FLN,ILIAS,Kazakhstan,N
Flash Airlines,,FSH,FLASH,Egypt,N
Fleet Requirements Air Direction Unit,,BWY,BROADWAY,United Kingdom,N
Fleetair,,FLR,FLEETAIR,South Africa,N
Flexair,,FXY,FLEXY,Netherlands,N
Flexflight,,FXT,,Denmark,N
Flight Alaska,,TUD,TUNDRA,United States,N
Flight Calibration Service,,FCK,NAV CHECKER,Germany,N
Flight Centre Victoria,,FCV,NAVAIR,Canada,N
Flight Corporation,,FCP,FLIGHTCORP,New Zealand,N
Flight Dispatch Services,,FDP,,Poland,N
Flight Express,,FLX,FLIGHT EXPRESS,United States,N
Flight Inspection Center of the General Administration of Civil Aviation in China,,CFI,CHINA JET,China,N
Flight Inspections and Systems,,LTS,SPECAIR,Russia,N
Flight International,,IVJ,INVADER JACK,United States,N
Flight Line,,MIT,MATCO,United States,N
Flight Ops International,,FOI,,United States,N
Flight Options,,OPT,OPTIONS,United States,N
Flight Precision Limited,,CLB,CALIBRATOR,United Kingdom,N
Flight Safety Limited,,FSL,FLIGHTSAFETY,United Kingdom,N
Flight Support Sweden,,FSU,,Sweden,N
Flight Trac,,CCK,CABLE CHECK,United States,N
Flight Training Europe,,AYR,CYGNET,Spain,N
Flight West Airlines,,FWQ,,Australia,N
Flight-Ops International,,KLO,KLONDIKE,Canada,N
Flightcraft,,CSK,CASCADE,United States,N
Flightexec,,FEX,FLIGHTEXEC,Canada,N
Flightline,B5,FLT,FLIGHTLINE,United Kingdom,Y
Flightpass Limited,,FPS,FLIGHTPASS,United Kingdom,N
Flightstar Corporation,,FSR,FLIGHTSTAR,United States,N
Flightworks,,KDZ,KUDZU,United States,N
Flint Aviation Services,,FAZ,FLINT AIR,United States,N
Florida Air,,OJY,OHJAY,United States,N
Florida Coastal Airlines,PA,FCL,FLORIDA COASTAL,United States,N
Florida Department of Agriculture,,FFS,FORESTRY,United States,N
Florida Jet Service,,FJS,FLORIDAJET,United States,N
Florida West International Airways,RF,FWL,FLO WEST,United States,Y
Flugdienst Fehlhaber,,FFG,WITCHCRAFT,Germany,N
Flugschule Basel,,FLU,YELLOW FLYER,Switzerland,N
Flugschule Eichenberger,,EZB,EICHENBURGER,Switzerland,N
Flugwerkzeuge Aviation Software,,FWZ,,Austria,N
Fly Air,F2,FLM,FLY WORLD,Turkey,N
Fly CI Limited,,FCT,DEALER,United Kingdom,N
Fly Europa Limited,,FEE,FLY EURO,United Kingdom,N
Fly Excellent,,FXL,FLY EXCELLENT,Sweden,N
Fly International Airways,,NVJ,NOUVINTER,Tunisia,N
Fly Line,,FIL,FLYLINE,Spain,N
Fly Me Sweden,SH,FLY,FLYBIRD,Sweden,N
Fly Wex,,IAD,FLYWEX,Italy,N
AirAsia X,D7,XAX,XANADU,Malaysia,Y
FlyLal,TE,LIL,LITHUANIA AIR,Lithuania,Y
FlyNordic,LF,NDC,NORDIC,Sweden,Y
Flybaboo,F7,BBO,BABOO,Switzerland,Y
Flybe,BE,BEE,JERSEY,United Kingdom,Y
Flycolumbia,,FCE,FLYCOLUMBIA,Spain,N
Flycom,,FLO,FLYCOM,Slovenia,N
Flygaktiebolaget Gota Vingar,,GVG,BLUECRAFT,Sweden,N
Flyglobespan,B4,GSM,GLOBESPAN,United Kingdom,Y
Flygprestanda,,FPA,,Sweden,N
Flygtransporter I Nykoping,,ETS,EXTRANS,Sweden,N
Flyguppdraget Backamo,,INU,INSTRUCTOR,Sweden,N
Flyhy Cargo Airlines,,FYH,FLY HIGH,Thailand,Y
Flying Carpet Company,,FCR,FLYING CARPET,Lebanon,N
Flying Service,,FYG,FLYING GROUP,Belgium,N
Flying-Research Aerogeophysical Center,,FGP,FLYING CENTER,Russia,N
Flylink Express,,FLK,FLYLINK,Spain,N
Flyteam Aviation,,FTM,FLYTEAM,United Kingdom,N
Focus Air,,FKS,FOCUS,United States,N
Fokker,,FOP,,Netherlands,N
Fonnafly,,NOF,FONNA,Norway,N
Ford Motor Company,,FOB,FORDAIR,United Kingdom,N
Formosa Airlines,VY,FOS,,Taiwan,Y
Formula One Management,,FOR,FORMULA,United Kingdom,N
Forth and Clyde Helicopter Services,,FHS,HELISCOT,United Kingdom,N
Fortunair Canada,,FXC,AIR FUTURE,Canada,N
Forward Air International Airlines,BN,,,United States,N
Foster Aviation,,FSA,FOSTER-AIR,United States,N
Foster Yeoman,,JFY,YEOMAN,United Kingdom,N
Fotografia F3,,FTE,FOTOGRAFIA,Spain,N
Four Island Air,,FIA,ISLANDAIR,Antigua and Barbuda,N
Four Star Aviation / Four Star Cargo,HK,FSC,FOUR STAR,United States,N
Four Winds Aviation,,WDS,WINDS,United States,N
Foxair,,FXR,WILDFOX,Italy,N
France Douanes,,FDO,FRENCH CUSTOM,France,N
Free Bird Airlines,,FHY,FREE BIRD,Turkey,N
Freedom Air,,FOM,FREE AIR,New Zealand,N
Freedom Air,FP,FRE,FREEDOM,United States,Y
Freedom Air Services,,FFF,INTER FREEDOM,Nigeria,N
Freedom Airlines,,FRL,FREEDOM AIR,United States,Y
Freedom Airways,,FAS,FREEDOM AIRWAYS,Cyprus,N
Freeway Air,,FWC,FREEWAY,Netherlands,N
Freight Runners Express,,FRG,FREIGHT RUNNERS,United States,N
Force Aerienne Francaise,,FAF,FRENCH AIR FORCE,France,N
Aviation Legere De L'Armee De Terre,,FMY,FRENCH ARMY,France,N
France Marine Nationale,,FNY,FRENCH NAVY,France,N
Fresh Air,,FRR,FRESH AIR,Nigeria,N
Freshaer,,FAE,WILDGOOSE,United Kingdom,N
Friendship Air Alaska,,FAL,FRIENDSHIP,United States,N
Friendship Airlines,,FLF,FRIEND AIR,Uganda,N
Froggy Corporate Aviation,,FGY,,Australia,N
Frontier Airlines,F9,FFT,FRONTIER FLIGHT,United States,Y
Frontier Commuter,,ITR,OUT BACK,United States,N
Frontier Flying Service,2F,FTA,FRONTIER-AIR,United States,Y
Frontier Guard,,FNG,FINNGUARD,Finland,N
Fujairah Aviation Centre,,FUJ,FUJAIRAH,United Arab Emirates,N
Fujian Airlines,,CFJ,FUJIAN,China,N
Full Express,,GAX,GRAND AIRE,United States,N
Fumigacion Aerea Andaluza,,FAM,FAASA,Spain,N
Fun Flying Thai Air Service,,FFY,FUN FLYING,Thailand,N
Fundació Rego,,ROG,REGO,Spain,N
Funtshi Aviation Service,,FUN,FUNTSHI,Democratic Republic of the Congo,N
Futura Gael,,FGL,Applewood,Ireland,N
Futura International Airways,FH,FUA,FUTURA,Spain,N
G & L Aviation,,GML,GEEANDEL,South Africa,N
G5 Executive,,EXH,BATMAN,Germany,N
GAK/Mitchell Aero,,MTA,GAK AVIATION,United States,N
GATSA,,GGS,GATSA,Mexico,N
GB Airlink,,GBX,ISLAND TIGER,United States,N
GB Airways,GT,GBL,GEEBEE AIRWAYS,United Kingdom,Y
GCS Air Service,,GCS,GALION,United States,N
GEC Marconi Avionics,,FFU,FERRANTI,United Kingdom,N
GECAS,,GCC,GECAS,Ireland,N
GENSA,,GEN,GENSA-BRASIL,Brazil,N
GETRA,,GET,GETRA,Equatorial Guinea,N
GFW Aviation,,GFW,,Australia,N
GH Stansted Limited,,GHI,,United Kingdom,N
GM Helicopters,,GMG,GEE-EM HELICOPTERS,Latvia,N
GP Express Airlines,,GPE,REGIONAL EXPRESS,United States,N
GPM Aeroservicio,,GPR,GPM AEROSERVICIO,Mexico,N
GR-Avia,,GIB,GRAVIA,Guinea,N
GST Aero Aircompany,,BMK,MURAT,Kazakhstan,N
GTA Air,,GTX,BIG-DEE,United States,N
Ga-Ma Helicoptere,,GAH,GAMHELICO,France,N
Gabon Express,,GBE,GABEX,Gabon,N
Gabon-Air-Transport,,GRT,,Gabon,N
Gacela Air Cargo,,GIG,GACELA AIR,Mexico,N
Gail Force Express,,GFC,GAIL FORCE,United States,N
Gain Jet Aviation,,GNJ,HERCULES JET,Greece,N
Galair International,,SWF,GALAIR,United Kingdom,N
Galaircervis,,GLS,GALS,Ukraine,N
Galaxy Air,7O,GAL,GALAXY,Kyrgyzstan,N
Galaxy Airlines,,GXY,GALAX,Japan,N
Galena Air Service,,GAS,GALENA AIR SERVICE,United States,N
Galileo International,1G,,,United States,N
Gama Aviation,,GMA,GAMA,United Kingdom,N
Gambia International Airlines,GC,GNR,GAMBIA INTERNATIONAL,Gambia,N
Gambia New Millennium Air,,NML,NEWMILL,Gambia,N
Gamisa Aviacion,,GMJ,GAMISA,Spain,N
Gandalf Airlines,G7,GNF,Gandalf,Italy,N
Gander Aviation,,GAN,GANAIR,Canada,N
Garden State Airlines,,GSA,GARDEN STATE,United States,N
Garrison Aviation,,AHM,AIR HURON,Canada,N
Garuda Indonesia,GA,GIA,INDONESIA,Indonesia,Y
Gatari Hutama Air Services,,GHS,GATARI,Indonesia,N
Gauteng Air Cargo,,EGO,GAUTENG,South Africa,N
Gavina,,GVN,GAVINA,Spain,N
Gazpromavia,4G,GZP,GAZPROMAVIA,Russia,Y
Geesair,,GEE,GEESAIR,Canada,N
Gemini Air Cargo,GR,GCO,GEMINI,United States,N
Gendall Air,,GAB,GENDALL,Canada,N
Gendarmerie Belge,,GDB,BELGIAN GENERMERIE,Belgium,N
Gendarmie Nationale,,FGN,FRANCE GENDARME,France,N
General Aerospace,,SWK,SKYWALKER,Canada,N
General Airways,,GWS,GENAIR,South Africa,N
General Aviation,,GNZ,GONZO,Poland,N
General Aviation Flying Services,,GTH,GOTHAM,United States,N
General Aviation Terminal,,XGA,,Canada,N
General Motors,,GMC,GENERAL MOTORS,United States,N
Genex,,GNX,,Belarus,N
Geographic Air Surveys,,GSL,SURVEY-CANADA,Canada,N
Georgian Airways,A9,TGZ,TAMAZI,Georgia,Y
Georgian Aviation Federation,,FGA,GEORGIA FED,Georgia,N
Georgian Cargo Airlines Africa,,GGF,GEORGIAN AFRICA,Senegal,N
Georgian National Airlines,QB,GFG,NATIONAL,Georgia,Y
DLR,,GPL,GERMAN POLAR,Germany,N
German Air Force,,GAF,GERMAN AIR FORCE,Germany,N
German Army,,GAM,GERMAN ARMY,Germany,N
German Navy,,GNY,GERMAN NAVY,Germany,N
German Sky Airlines,,GHY,GERMAN SKY,Germany,N
Germania,ST,GMI,GERMANIA,Germany,Y
Germanwings,4U,GWI,GERMAN WINGS,Germany,Y
Gerry's Dnata,,GDN,,Pakistan,N
Gesekkschaft Fur Flugzieldarstellung,,GFD,KITE,Germany,N
Gestair,GP,GES,GESTAIR,Spain,N
Gestar,,GTR,STAR GESTAR,Chile,N
Gestion Aerea Ajecutiva,,GJT,BANJET,Spain,N
Ghadames Air Transport,,GHT,,Libya,N
Ghana Airways,,GHA,GHANA,Ghana,N
Ghana International Airlines,G0,GHB,GHANA AIRLINES,Ghana,Y
Gibson Aviation,,NTC,NIGHT CHASE,United States,N
Global Air Charter,,RPS,RESPONSE,United States,N
Global Air Operations,,GAG,GLOBAL AIRGROUP,Comoros,N
Global Air Services Nigeria,,GBS,GLOBAL SERVE,Nigeria,N
Global Aircargo,,GLC,,Bahrain,N
Global Airways,,BSP,,Democratic Republic of Congo,N
Global Aviation Operations,,GBB,GLOBE,South Africa,N
Global Aviation and Services Group,,GAK,AVIAGROUP,Libya,N
Global Georgian Airways,,GGZ,GLOBAL GEORGIAN,Georgia,N
Global Jet Austria,,GLJ,GLOBAL AUSTRIA,Austria,N
Global Jet Corporation,,NSM,THUNDERCLOUD,United States,N
Global Jet Luxembourg,,SVW,SILVER ARROWS,Luxembourg,N
Global Sky Aircharter,,GSK,GLOBAL SKY,United States,N
Global Supply Systems,,GSS,JET LIFT,United Kingdom,N
Global System,,XGS,,United States,N
Global Weather Dynamics,,XGW,,United States,N
Global Wings,,GLW,,Japan,N
Globe Jet,,GJA,,Lebanon,N
Go Air,G8,GOW,GOAIR,India,Y
Go One Airways,GK,,,United Kingdom,N
GoJet Airlines,G7,GJS,GATEWAY,United States,Y
Gobierno De Guinea Ecuatorial,,GGE,,Equatorial Guinea,N
Gof-Air,,GOF,GOF-AIR,Mexico,N
Gofir,,GOI,SWISS HAWK,Switzerland,N
Gol Transportes Aéreos,G3,GLO,GOL TRANSPORTE,Brazil,Y
Gold Belt Air Transport,,GBT,GOLD BELT,Canada,N
GoldAir,,GDA,AIR PARTNER,United Kingdom,N
Goldeck-Flug,,GDK,GOLDECK FLUG,Austria,N
Golden Air,DC,GAO,GOLDEN,Sweden,Y
Golden Airlines,,GDD,GOLDEN AIRLINES,United States,N
Golden Pacific Airlines,,GPA,GOLDEN PAC,United States,N
Golden Rule Airlines,,GRS,GOLDEN RULE,Kyrgyzstan,N
Golden Star Air Cargo,,GLD,GOLDEN STAR,Sudan,N
Goldfields Air Services,,GOS,,Australia,N
Golfe Air Quebec,,GAQ,GOLFAIR,Canada,N
Goliaf Air,,GLE,GOLIAF AIR,Sao Tome and Principe,N
Gomel Airlines,,GOM,GOMEL,Belarus,N
Goodridge (UK) Limited,,RDR,RED STAR,United Kingdom,N
Gorkha Airlines,G1,IKA,GORKHA AIRLINES,Nepal,N
Gorlitsa Airlines,,GOR,GORLITSA,Ukraine,N
Government Flying Service,,HKG,HONGKONG GOVERNMENT,Hong Kong SAR of China,N
Government of Zambia Communications Flight,,GRZ,COM FLIGHT,Zambia,N
Grampian Flight Centre,,HLD,GRANITE,United Kingdom,N
Granada Aviacion,,GAV,GRANAVI,Spain,N
Grand Aire Express,,GAE,GRAND EXPRESS,United States,N
Grand Airways,,GND,GRAND VEGAS,United States,N
Grand Canyon Airlines,,CVU,CANYON VIEW,United States,N
Grant Aviation,GS,GUN,HOOT,United States,N
